"Breast cancer screening. Female. Average-risk, with less than 15% lifetime risk of breast cancer",,,
CT chest abdomen pelvis with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT chest abdomen pelvis without and with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT whole body,Usually appropriate,☢☢☢☢ 10-30 mSv,
MRI chest abdomen pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI chest abdomen pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT chest abdomen pelvis without IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, 40 years of age or older, initial evaluation. (See Appendices 1A-1B for additional steps in the workup of these patients.)",9,,
Digital breast tomosynthesis diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
US breast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, 40 years of age or older, mammography findings suspicious for malignancy. Next examination to perform. (See Appendix 1A for additional steps in the workup of these patients.)",2,,9
US breast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis short-interval follow-up,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography short interval follow-up,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, 40 years of age or older, mammography findings probably benign. Next examination to perform. (See Appendix 1A for additional steps in the workup of these patients.)",3,,9
US breast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis short-interval follow-up,Usually appropriate,☢☢ 0.1-1mSv,
Mammography short interval follow-up,Usually appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, 40 years of age or older, mammography findings benign (like lipoma) at site of palpable mass. Next examination to perform.",4,,9
US breast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis short-interval follow-up,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography short interval follow-up,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, 40 years of age or older, mammography findings negative. Next examination to perform. (See Appendix 1B for additional steps in the workup of these patients.)",5,,9
US breast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, younger than 30 years of age, initial evaluation. (See Appendices 2A-2B for additional steps in the workup of these patients.)",6,,9
US breast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, younger than 30 years of age, US findings suspicious for malignancy. Next examination to perform. (See Appendix 2A for additional steps in the workup of these patients.)",7,,9
Digital breast tomosynthesis diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually appropriate,Varies,
US breast short interval follow-up,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, younger than 30 years of age, US findings probably benign. Next examination to perform. (See Appendix 2B for additional steps in the workup of these patients.)",8,,9
US breast short interval follow-up,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, younger than 30 years of age, US findings benign (like simple cyst). Next examination to perform.",9,,9
US breast short interval follow-up,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, younger than 30 years of age, US findings negative. Next examination to perform.",10,,9
US breast short interval follow-up,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually not appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Palpable breast mass. Female, 30 to 39 years of age, initial evaluation. (See Appendix 3 for additional steps in the workup of these patients.)",11,,9
US breast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Digital breast tomosynthesis diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
Image-guided core biopsy breast,Usually not appropriate,Varies,
Image-guided fine needle aspiration breast,Usually not appropriate,Varies,
MRI breast without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Sestamibi MBI,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PEM,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Newly diagnosed. Stage I breast cancer. Asymptomatic. Rule out bone metastases. Initial imaging.,3,,
Radiography skeletal survey,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
Bone scan whole body,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Newly diagnosed. Stage I breast cancer. Asymptomatic. Rule out thoracic metastases. Initial imaging.,2,,5
Radiography chest,Usually not appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
CT chest with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Newly diagnosed. Stage I breast cancer. Asymptomatic. Rule out abdominal metastases. Initial imaging.,3,,7
US abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Newly diagnosed. Stage I breast cancer. Asymptomatic. Rule out brain metastases. Initial imaging.,4,,6
MRI head without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI head without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT head with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT head without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT head without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Surveillance. Stage I breast cancer. Asymptomatic. Rule out bone, thoracic, abdominal, and brain metastases. Initial imaging.",5,,18
US abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Radiography chest,Usually not appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
Radiography skeletal survey,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
MRI abdomen without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI head without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI head without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan whole body,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT head with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT head without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT head without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Surveillance. Stage I breast cancer. Asymptomatic. Rule out local recurrence.,6,,7
Digital breast tomosynthesis diagnostic,Usually appropriate,☢☢ 0.1-1mSv,
Digital breast tomosynthesis screening,Usually appropriate,☢☢ 0.1-1mSv,
Mammography diagnostic bilateral,Usually appropriate,☢☢ 0.1-1mSv,
Mammography screening,Usually appropriate,☢☢ 0.1-1mSv,
US breast bilateral,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without and with IV contrast bilateral,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI breast without IV contrast bilateral,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Acute Chest Pain—Suspected Aortic Dissection,8,,
US echocardiography transesophageal,Usually appropriate,O 0 mSv,O 0 mSv [ped]
X-ray chest,Usually appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
MRA chest and abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRA chest and abdomen without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CTA chest and abdomen with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
US echocardiography transthoracic resting,May be appropriate,O 0 mSv,O 0 mSv [ped]
Aortography chest and abdomen,May be appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Acute nonspecific chest pain; low probability of coronary artery disease. Initial imaging.,25,,
Radiography chest,Usually appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
CTA coronary arteries with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,
US echocardiography transthoracic resting,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
Radiography ribs and thoracic spine,May be appropriate,☢☢ 0.1-1mSv,
CT chest with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest without and with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT chest without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CTA chest with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
V/Q scan lung,May be appropriate,☢☢☢ 1-10 mSv,
US echocardiography transesophageal,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
US echocardiography transthoracic stress,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Arteriography coronary,Usually not appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium swallow and upper GI series,Usually not appropriate,☢☢☢ 1-10 mSv,
MRA chest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRA chest without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRA coronary arteries without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRA coronary arteries without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI heart function and morphology without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI heart function and morphology without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI heart with function and inotropic stress without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI heart with function and inotropic stress without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI heart with function and vasodilator stress perfusion without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Nuclear medicine scan gallbladder,Usually not appropriate,☢☢ 0.1-1mSv,
CT heart function and morphology with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
SPECT or SPECT/CT MPI rest and stress,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Low risk.,13,,
US echocardiography transthoracic resting,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
US echocardiography transthoracic stress,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
